Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","1999","1999","t","22785","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","1999","1999","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2000","2000","t","23012.31","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2000","2000","t","22.25","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2001","2001","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2001","2001","t","0","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2002","2002","t","0","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2002","2002","t","21","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2003","2003","t","0","E","Estimated value",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2003","2003","t","44","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2004","2004","t","0","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2004","2004","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2005","2005","t","3","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2005","2005","t","0","E","Estimated value",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2006","2006","t","206","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2006","2006","t","228","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2007","2007","t","270","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2007","2007","t","236","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2008","2008","t","63","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2008","2008","t","246","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2009","2009","t","30","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2009","2009","t","248","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2010","2010","t","102","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2010","2010","t","246","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2011","2011","t","34","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2011","2011","t","232","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2012","2012","t","23932","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2012","2012","t","1615","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2013","2013","t","23802","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2013","2013","t","3585","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2014","2014","t","22787.86","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2014","2014","t","2860.43","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2015","2015","t","23474.03","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2015","2015","t","3567.21","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2016","2016","t","24515.37","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2016","2016","t","3043.89","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2017","2017","t","25005.57","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2017","2017","t","2829.28","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2018","2018","t","23695.65","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2018","2018","t","2792.76","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2019","2019","t","23230.46","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2019","2019","t","2994.76","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2020","2020","t","24402.88","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2020","2020","t","2633.76","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2021","2021","t","26080.58","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2021","2021","t","2523.72","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","25667.09","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","1223.69","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2023","2023","t","26923.04","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","02211","Raw milk of cattle","2023","2023","t","785.98","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","2024","2024","t","31100.66","I","Value imputed by a receiving agency",""
